lemma, articles
создать, 802353 802641 802673 803395 808799 809395 809711 811415 811877 812539 813085 814615 817697 824048 824446 825470 827866 831426 831914 833918 834050 834164 837262 838330 838402 838974 839228 839646 842226 842770 843648 844336 845080 845344 845554 846340 846482 847888 848016 848696 849068 849086 849752 850970 851052 851256 851604 851934 852526 854090 854304 854624 855398 856468 858166 859176 859430 859692 859910 860118 862400 862950 863540 863830 865720 866060 866324 866388 866500 868106 869198 872684 872728 872830 873076 873234 874048 874236 874610 874812 875064 875464 875934 877196 878194 878950 879594 879704 880486 882690 882736 882778 883964 884586 884876 886492 886906 887574 887724 890558
создаться, 854062 866324 873076 873234
созревание, 851052
соискатель, 809395
соколинский, 809395
сократить, 808799 811415 823164 831426 844048 847888 854624 863830 865720 874048 878620 881128 882778 887574
сократиться, 844048 846340 854624 863830 876382
сокращать, 807723 808799 820803 836506 839646 847888 863146 865720 888724
сокращаться, 865720 887574
сокращение, 808799 811415 814615 841478 863830 866324 867018 879704 884586 886142 887574
солидно, 870650
солиться, 862400
солнечно, 831426
солнечный, 833918
соловьёв, 802353
соломенник, 886492
сомневаться, 831426 865720
сомнение, 831426 834050 846482 854624 865720 879594
сомнительно, 827866
сомнительный, 805767 831426 851052 854726 869354 872684
сон, 831426
соображение, 847888 848016 861782
сообразительный, 805767
сообщать, 802353 846482 851052 854624 863416 865720 879594 882690
сообщение, 802353 802641 802673 803395 803549 804451 805767 806737 807723 808799 809395 809711 811415 811877 812539 813085 814615 814971 815041 817697 819537 820803 823164 824048 824446 825470 825646 826660 826930 827368 827866 828828 829702 831426 831914 833918 834050 834164 836506 837262 838330 838402 838974 839008 839228 839454 839646 841478 842226 842770 842854 843648 844048 844336 845080 845124 845344 845554 845604 846340 846482 847888 848016 848696 849068 849086 849752 850970 851052 851256 851604 851816 851934 852526 853126 853266 854062 854090 854304 854624 854726 855398 856468 856788 858166 858436 859176 859430 859450 859692 859910 860118 860510 861182 861782 862400 862950 863106 863146 863416 863540 863830 865720 866060 866324 866388 866500 867014 867018 867290 867662 868106 869198 869354 870650 871294 872684 872728 872830 873076 873234 873868 874048 874146 874236 874610 874812 875064 875444 875464 875762 875934 876382 877196 878194 878620 878950 879594 879704 880486 881128 882196 882690 882736 882778 883964 884280 884586 884876 885544 886142 886492 886700 886906 887574 887724 888724 890558 891436
сообщество, 804451 809395 817697 823164 826660 826930 827368 829702 831426 833918 834050 836506 837262 839228 839646 842226 842770 842854 844048 844336 845554 847888 848016 849086 849752 851604 852526 853126 854062 854624 855398 856468 856788 858166 859430 859910 860510 861182 861782 862400 862950 863106 863416 863830 865720 866388 866500 867018 867662 869198 869354 872830 873868 874146 875762 877196 878194 879594 879704 880486 881128 882196 882690 883964 884586 885544 886142 886492 886700 886906 887724 888724 890558 891436
сообщить, 809711 827866 831426 834164 838974 839228 842226 846482 849752 851052 854624 885544
соответсвовать, 851934
соответственно, 802673 803549 811415 826660 836506 838974 847888 851052 851816 851934 854062 858166 859692 859910 862950 863106 863146 867662 872830 874236 874610 875464 876382 878620 881128 882778 884876 886142 887574 887724
соответствие, 802673 812539 814615 833918 834050 834164 838974 839646 844336 847888 848016 851052 859430 859910 866060 866324 866388 869198 872728 872830 873234 875464 875934 880486 885544
соответствовать, 802673 803395 808799 812539 819537 823164 824446 827368 829702 831914 834164 837262 839228 839646 842770 845344 845554 846482 847888 848016 850970 851052 851604 852526 854090 854304 858166 859430 859692 859910 860510 861182 862400 862950 863106 863416 863540 866060 866388 868106 872728 872830 873868 874236 875464 875762 875934 876382 877196 878950 879704 881128 882690 882778 883964 884876 886142 887724 888724 890558
соответствующе, 839008
соответствующий, 802673 826930 831914 833918 839228 845344 845554 847888 848016 848696 851256 855398 862950 863146 866060 866324 867290 872830 875762 882736 882778 886492 887724 890558
соотноситься, 862950 887724
соотношение, 878620
соперник, 851934
сопоставимый, 811415 848016 853126
сопоставить, 838402 848016
сопоставление, 837262 848016 851934 855398 862950 867018
сопоставлять, 855398 875762
сопоставляться, 851934 870650
соприкосновение, 803549 851816
сопроводить, 831426 886492
сопровождаться, 878620
сопрограмма, 802353 853266
сопротивляться, 831426 851052 874610
сопроцессор, 831426
сопрячь, 867014
сопутствовать, 827368 831426 875064
соревноваться, 856468
сорс, 845080 854726
сорт, 851934
сортировать, 806737 876382
сортировка, 851256 866060 872830
сосалито, 831426
сосед, 875064
соседний, 874610
сослаться, 842226 872830 878620 886142
сосредотачивать, 861782
сосредотачиваться, 863830 865720 886906 888724
сосредоточение, 861782
сосредоточить, 824048 839228 848016 856468 878950
сосредоточиться, 802353 802673 817697 823164 831426 842770 848016 855398 858436 861182 863540 865720 877196 878194 879594 879704 882690 886142 887724 888724
состав, 804451 828828 836506 839454 852526 854062 854304 863540 868106 872830 874146
составить, 847888 850970 851934 854624 866324 869198 873868 884586 887574
составление, 831426 838402
составлять, 802673 811415 819537 831426 834050 838974 850970 851934 854090 861782 866324 866500 881128 882690
составляться, 858166
составной, 841478 859176 875934
состояние, 802353 802673 803549 805767 807723 808799 809395 809711 811415 811877 815041 824048 827368 827866 831426 833918 834050 834164 837262 838330 838974 845124 845344 845554 847888 848696 850970 851052 851256 851604 853266 854090 855398 856468 856788 859692 860118 863540 865720 866324 867290 869198 872684 872728 872830 873076 874812 875464 875934 878194 879594 880486 882690 887724
состоять, 802353 802673 803549 811415 811877 812539 813085 814615 826660 831426 831914 837262 842226 844336 846340 848016 850970 851256 851816 851934 854062 854304 856468 859910 860510 862950 866388 867018 867662 872684 872830 873234 874236 875444 876382 877196 878950 881128 882778 886142 890558 891436
состояться, 831426 834164 839454 842770 861182 863416 863540 886492 886906
сосуществовать, 855398
сотня, 809395 815041 819537 838402 844048 848016 866388 867014 869198 875064 875444 876382 878950 879594 880486 882778 887574
сотрудичество, 806737
сотрудник, 803549 831426 834050 848016 851816 873868 875444 875464 884586
сотрудничать, 855398 861782
сотрудничество, 806737 854624 863830 865720
соус, 874610
софистика, 878620
софт, 804451 829702 873868 891436
софтодеть, 841478 851934
сохранение, 802353 807723 815041 824048 824446 826660 831914 842226 846482 847888 849086 851052 851256 851934 856788 863106 865720 866060 866324 867290 868106 873234 874048 874812 875762 878950 880486 882690 883964 884876 886492 888724
сохранить, 802353 802673 803549 811415 815041 817697 824048 824446 831426 839646 845344 846482 847888 848016 848696 850970 851052 851256 851934 852526 855398 856468 861782 866324 867290 868106 874236 875444 875464 878194 880486 881128 883964 886492
сохраниться, 817697 824446 856468 862950 868106 875464
сохранность, 834050
сохранять, 802353 802673 805767 807723 808799 811415 815041 817697 824446 829702 831426 839228 846482 847888 848016 850970 851052 851256 851934 854304 861782 862400 863106 863540 865720 866060 866324 867018 867290 867662 868106 869354 870650 874048 875762 875934 877196 879704 880486 882196 882690 882736 883964 884876 885544
сохраняться, 802353 815041 817697 824446 833918 839646 849086 851256 856468 862400 863106 863146 863540 869198 873076 876382 882196 883964 884586 884876 887724
социальный, 831426 865720
соцсеть, 879594
сочетаемость, 885544
сочетание, 809711 814615 831426 841478 845124 848016 861782 866324 873868 875444
сочетать, 856468 862400 877196 882690
сочетаться, 863416 877196 882690
сочувствовать, 874610
союз, 851934 855398
спад, 831426
спарсить, 814971
спасательный, 851934
спасать, 826660 831426 859910 875444
спасение, 831426
спасибо, 802353 802673 805767 806737 808799 809711 811877 814971 824446 825646 827368 834050 834164 838402 845080 849752 851934 854090 856788 858436 860118 863416 869198 873076 874610 879594 884280
спасти, 831426 851052 851934 878620
спать, 838974 891436
спбгэу, 809395
спектр, 829702
спекуляция, 872830
спеллер, 867018
сперва, 802353 856468 876382 878620 884876
спец, 866324
специализация, 831426 848016 855398
специализированный, 804451 869198 878950
специализировать, 831914 848016 854062 863106 869198 877196 883964
специализироваться, 848016 855398
специалист, 803549 831426 858436 865720 869198 873868
специально, 813085 819537 831426 846482 847888 854304 855398 859692 861182 866500 867018 874610 877196 881128 882690 883964
специальный, 802353 803549 811415 813085 819537 824048 825470 826930 827866 829702 831426 838974 839228 846482 849068 850970 851052 851256 854062 854304 856788 859430 859692 859910 862400 863146 863416 863540 866324 867018 870650 872684 873076 873868 881128 882690 884586 884876 886142
